Respondent,Platform
22348,Slack
22348,Windows
22354,Linux
22354,Raspberry Pi
22354,Windows
22368,Windows
22372,Docker
22372,MacOS
22372,Slack
22374,Windows
22377,AWS
22377,Docker
22377,Kubernetes
22377,Linux
22377,MacOS
22377,Slack
22377,Windows
22381,Docker
22381,Microsoft Azure
22381,Windows
22382,Linux
22386,Android
22386,iOS
22386,Linux
22386,Slack
22387,AWS
22387,Docker
22387,Kubernetes
22387,Linux
22389,AWS
22389,Heroku
22389,Linux
22389,Slack
22391,Android
22391,Docker
22391,Google Cloud Platform
22391,Kubernetes
22391,Linux
22391,MacOS
22391,Slack
22393,Android
22393,Google Cloud Platform
22395,Linux
22395,WordPress
22436,Android
22436,AWS
22398,Docker
22398,Windows
22398,WordPress
22409,iOS
22410,AWS
22410,Docker
22410,Google Cloud Platform
22410,Heroku
22410,Linux
22422,Linux
22422,Raspberry Pi
22422,Windows
22422,WordPress
22424,AWS
22424,Docker
22424,Kubernetes
22424,Windows
22426,AWS
22426,Docker
22426,Google Cloud Platform
22426,Kubernetes
22426,Linux
22426,MacOS
22426,Slack
22429,AWS
22429,Docker
22429,Kubernetes
22429,Linux
22430,Android
22430,Slack
22430,WordPress
22431,Linux
22431,Microsoft Azure
22431,Raspberry Pi
22431,Windows
22434,Google Cloud Platform
22434,Heroku
22434,MacOS
22439,AWS
22439,Docker
22439,Google Cloud Platform
22439,Linux
22439,Microsoft Azure
22439,Windows
22441,Android
22441,Slack
22441,Windows
22442,Linux
22443,Android
22476,Linux
22476,Windows
22449,Android
22449,Arduino
22449,AWS
22449,Docker
22449,Google Cloud Platform
22449,Heroku
22449,IBM Cloud or Watson
22449,Linux
22449,MacOS
22449,Raspberry Pi
22450,Android
22450,Linux
22450,Windows
22450,WordPress
22452,Docker
22452,Google Cloud Platform
22452,Linux
22462,Android
22462,iOS
22462,Windows
22465,Android
22465,Heroku
22465,iOS
22465,MacOS
22465,Raspberry Pi
22465,WordPress
22466,Docker
22466,Raspberry Pi
22466,Windows
22467,AWS
22467,Google Cloud Platform
22467,Linux
22467,MacOS
22467,Slack
22471,AWS
22471,Docker
22471,Kubernetes
22471,Linux
22471,Slack
22472,Android
22472,AWS
22472,Linux
22472,Windows
22478,Arduino
22478,Docker
22478,Kubernetes
22478,Linux
22478,Raspberry Pi
22479,Windows
22483,AWS
22483,Docker
22483,Google Cloud Platform
22483,Heroku
22483,IBM Cloud or Watson
22483,MacOS
22483,Slack
22483,WordPress
22482,MacOS
22482,Windows
22487,Arduino
22487,Docker
22487,Heroku
22487,iOS
22487,Linux
22487,MacOS
22487,Raspberry Pi
22491,AWS
22491,Docker
22491,MacOS
22491,Slack
22491,WordPress
22493,Android
22493,iOS
22493,Windows
22541,MacOS
22541,Windows
22497,Docker
22497,Raspberry Pi
22497,Windows
22498,Docker
22498,Linux
22498,Windows
22500,Slack
22500,Windows
22501,Android
22501,AWS
22501,iOS
22501,Linux
22501,MacOS
22501,Microsoft Azure
22501,Slack
22501,Windows
22502,Heroku
22502,Linux
22502,MacOS
22502,Slack
22502,Windows
22504,Android
22504,AWS
22504,Docker
22504,Heroku
22504,Kubernetes
22504,Linux
22504,MacOS
22504,Slack
22505,Android
22505,Arduino
22505,Linux
22505,MacOS
22505,Raspberry Pi
22505,Slack
22505,Windows
22505,WordPress
22506,Raspberry Pi
22507,Linux
22510,AWS
22510,Linux
22510,Slack
22510,Windows
22515,Arduino
22515,Docker
22515,Linux
22515,MacOS
22515,Microsoft Azure
22515,Raspberry Pi
22515,Slack
22517,Linux
22517,Windows
22520,AWS
22520,Docker
22520,Linux
22520,Slack
22520,Windows
22522,AWS
22522,Docker
22522,Google Cloud Platform
22522,Kubernetes
22522,Linux
22522,Microsoft Azure
22522,Slack
22527,AWS
22527,Linux
22527,MacOS
22527,Slack
22527,Windows
22529,iOS
22529,MacOS
22529,Microsoft Azure
22529,Slack
22530,iOS
22530,Microsoft Azure
22530,Windows
22534,AWS
22534,Docker
22534,Linux
22534,MacOS
22534,Slack
22534,Windows
22537,Docker
22537,Linux
22537,MacOS
22538,Android
22538,Google Cloud Platform
22538,Linux
22538,Windows
22538,WordPress
22539,AWS
22539,Docker
22539,Kubernetes
22539,Linux
22539,Microsoft Azure
22539,Raspberry Pi
22539,Slack
22539,Windows
22540,Android
22540,AWS
22540,Docker
22540,Linux
22544,Android
22544,AWS
22544,Docker
22544,iOS
22544,Linux
22544,Microsoft Azure
22544,Raspberry Pi
22544,Slack
22544,WordPress
22546,Linux
22546,Windows
22563,Linux
22563,Windows
22552,AWS
22552,Docker
22552,Linux
22554,Windows
22559,Docker
22559,Heroku
22559,Linux
22559,Microsoft Azure
22565,AWS
22565,Linux
22565,Microsoft Azure
22565,Raspberry Pi
22565,WordPress
22567,Arduino
22567,AWS
22567,Docker
22567,Kubernetes
22567,Linux
22567,MacOS
22567,Slack
22567,WordPress
22569,Android
22569,iOS
22569,Windows
22571,Heroku
22574,Docker
22574,Linux
22574,Microsoft Azure
22574,Slack
22574,Windows
22577,Android
22577,AWS
22577,Docker
22577,Heroku
22577,Slack
22577,Windows
22578,Android
22578,AWS
22578,Google Cloud Platform
22578,iOS
22578,Linux
22578,MacOS
22578,Microsoft Azure
22578,Slack
22578,Windows
22578,WordPress
22580,Android
22580,iOS
22580,Microsoft Azure
22580,Windows
22583,Android
22583,Arduino
22583,Google Cloud Platform
22583,Microsoft Azure
22583,Raspberry Pi
22583,Windows
22584,AWS
22584,Docker
22584,Linux
22584,Slack
22586,AWS
22586,Docker
22588,Windows
22589,AWS
22593,AWS
22593,Docker
22593,Kubernetes
22593,Slack
22593,Windows
22594,AWS
22595,Linux
22595,Windows
22597,AWS
22597,Docker
22597,Kubernetes
22597,Linux
22597,MacOS
22597,Slack
22604,Linux
22604,MacOS
22604,Windows
22608,Heroku
22608,Windows
22611,AWS
22611,Linux
22611,Slack
22611,Windows
22611,WordPress
22612,Windows
22614,Android
22614,Arduino
22614,Raspberry Pi
22614,Windows
22617,Android
22617,Arduino
22617,AWS
22617,Windows
22622,Android
22622,iOS
22622,Linux
22622,MacOS
22622,Windows
22623,Android
22623,Docker
22623,Google Cloud Platform
22623,iOS
22623,Kubernetes
22623,Linux
22623,MacOS
22623,Slack
22623,Windows
22624,Microsoft Azure
22624,Raspberry Pi
22624,Windows
22626,AWS
22626,Docker
22626,Kubernetes
22626,Windows
22628,Android
22630,Linux
22631,Heroku
22631,Linux
22634,Docker
22634,Google Cloud Platform
22634,Microsoft Azure
22634,Windows
22640,Android
22640,Arduino
22640,AWS
22640,Docker
22640,iOS
22640,Linux
22640,Microsoft Azure
22640,Raspberry Pi
22640,WordPress
22640,Other(s):
22642,Docker
22642,Linux
22642,MacOS
22655,Android
22655,AWS
22655,Docker
22655,Heroku
22655,iOS
22655,Linux
22655,MacOS
22655,Slack
22655,Windows
22655,WordPress
22650,AWS
22650,Docker
22650,Kubernetes
22650,Slack
22650,Windows
22656,Android
22663,Linux
22663,MacOS
22663,Windows
22663,Other(s):
22666,Android
22666,Docker
22666,Windows
22670,Android
22670,AWS
22670,iOS
22670,Linux
22670,MacOS
22671,Android
22671,Microsoft Azure
22671,Windows
22672,AWS
22672,Docker
22672,Heroku
22672,Linux
22676,Android
22676,MacOS
22676,WordPress
22679,Android
22679,Docker
22679,iOS
22679,MacOS
22679,Microsoft Azure
22679,Raspberry Pi
22679,Slack
22679,Windows
22680,Docker
22680,Linux
22691,Android
22691,Arduino
22691,MacOS
22691,Slack
22691,Windows
22690,Docker
22690,MacOS
22690,Windows
22692,Docker
22694,Android
22694,iOS
22694,Windows
22695,Docker
22695,Linux
22695,Slack
22696,Windows
22699,AWS
22699,Docker
22699,Google Cloud Platform
22699,Linux
22699,Slack
22699,WordPress
22699,Other(s):
22702,Docker
22702,Linux
22702,MacOS
22702,Microsoft Azure
22702,Raspberry Pi
22705,Android
22705,Arduino
22705,AWS
22705,Docker
22705,Google Cloud Platform
22705,iOS
22705,Linux
22705,MacOS
22705,Microsoft Azure
22705,Raspberry Pi
22705,Slack
22705,Windows
22705,WordPress
22706,AWS
22706,Docker
22706,Heroku
22706,WordPress
22711,Android
22711,Google Cloud Platform
22711,Linux
22715,AWS
22715,Docker
22715,Heroku
22719,AWS
22719,Linux
22719,Slack
22720,Google Cloud Platform
22720,Kubernetes
22720,Linux
22720,MacOS
22720,Windows
22722,Android
22722,iOS
22722,Windows
22723,Linux
22723,WordPress
22724,Microsoft Azure
22727,Android
22727,Arduino
22727,MacOS
22727,Slack
22727,Windows
22739,AWS
22739,Docker
22739,Heroku
22739,iOS
22739,Linux
22739,MacOS
22739,Slack
22739,WordPress
22741,Android
22741,Windows
22748,iOS
22748,Linux
22748,MacOS
22748,Windows
22749,Android
22749,AWS
22749,Google Cloud Platform
22749,iOS
22749,Windows
22750,Windows
22755,Android
22755,Arduino
22755,AWS
22755,Docker
22755,Google Cloud Platform
22755,iOS
22755,Kubernetes
22755,Linux
22755,Raspberry Pi
22755,Windows
22756,Android
22756,Linux
22758,Docker
22758,Linux
22758,Microsoft Azure
22758,Slack
22758,Windows
22758,WordPress
22761,Android
22761,Linux
22761,Windows
22762,Arduino
22762,AWS
22762,Docker
22762,Linux
22762,Raspberry Pi
22768,Windows
22768,WordPress
22776,Docker
22776,Linux
22779,Docker
22779,Linux
22779,Slack
22781,Windows
22784,AWS
22784,Docker
22784,Kubernetes
22784,Linux
22784,MacOS
22784,Slack
22789,Android
22789,AWS
22789,Heroku
22791,Android
22791,AWS
22791,Docker
22791,Slack
22791,WordPress
22797,Docker
22797,Linux
22797,Slack
22802,Docker
22802,Google Cloud Platform
22802,Kubernetes
22807,Windows
22810,Microsoft Azure
22816,AWS
22816,Docker
22816,Linux
22816,MacOS
22816,Raspberry Pi
22816,Slack
22816,Windows
22818,AWS
22818,Docker
22818,Linux
22818,Slack
22825,Android
22825,AWS
22825,Docker
22825,iOS
22825,Linux
22825,MacOS
22825,Slack
22831,AWS
22831,Docker
22831,Google Cloud Platform
22831,Heroku
22831,Kubernetes
22831,Linux
22831,MacOS
22831,Raspberry Pi
22831,Windows
22836,Google Cloud Platform
22836,MacOS
22836,WordPress
22837,Docker
22837,Linux
22837,MacOS
22839,Docker
22839,Google Cloud Platform
22839,Kubernetes
22839,Linux
22839,Windows
22892,Linux
22846,Android
22847,Docker
22847,Google Cloud Platform
22847,Kubernetes
22847,MacOS
22847,Slack
22849,Windows
22851,Linux
22851,MacOS
22851,Raspberry Pi
22853,Android
22853,Docker
22853,Linux
22855,Linux
22855,Windows
22866,Android
22866,Docker
22866,iOS
22866,Linux
22866,Microsoft Azure
22866,Slack
22866,Windows
22866,WordPress
22869,Linux
22869,Windows
22872,Docker
22872,Heroku
22872,Linux
22872,Slack
22872,WordPress
22875,Linux
22875,Microsoft Azure
22875,Windows
22879,AWS
22879,Raspberry Pi
22882,Microsoft Azure
22882,Windows
22884,Android
22884,Docker
22884,Kubernetes
22884,Linux
22884,Raspberry Pi
22885,AWS
22885,Linux
22885,Microsoft Azure
22885,Windows
22886,Android
22886,AWS
22886,Linux
22886,Slack
22886,Windows
22894,Android
22894,Windows
22916,Docker
22916,Linux
22903,AWS
22903,Docker
22903,Google Cloud Platform
22903,Kubernetes
22903,Linux
22903,MacOS
22903,Slack
22904,AWS
22904,Google Cloud Platform
22904,Linux
22904,MacOS
22904,Slack
22908,Android
22908,AWS
22908,Docker
22908,IBM Cloud or Watson
22908,Linux
22908,Microsoft Azure
22908,Raspberry Pi
22909,Heroku
22909,iOS
22912,Android
22912,Windows
22914,Linux
22914,Windows
22919,Linux
22919,Windows
22930,AWS
22930,Docker
22931,Android
22931,AWS
22931,Docker
22931,Google Cloud Platform
22931,Linux
22931,Raspberry Pi
22931,Windows
22932,Windows
22933,Kubernetes
22933,Linux
22933,Windows
22948,Android
22948,Linux
22948,Windows
22952,Android
22952,Linux
22955,Arduino
22955,AWS
22955,Google Cloud Platform
22955,Heroku
22955,MacOS
22955,Raspberry Pi
22955,Slack
22956,Android
22956,Linux
22957,Linux
22957,Raspberry Pi
22957,Windows
22960,Arduino
22960,Docker
22960,Kubernetes
22960,Linux
22963,MacOS
22963,Microsoft Azure
22963,Slack
22963,Windows
22965,Docker
22966,Linux
22966,Windows
22967,AWS
22967,iOS
22971,Docker
22971,Linux
22971,Windows
22972,AWS
22973,Docker
22973,Heroku
22973,Linux
22973,MacOS
22974,Android
22974,MacOS
22974,Slack
22976,Linux
22976,Windows
22979,MacOS
22979,Windows
22980,AWS
22980,Docker
22980,Kubernetes
22981,iOS
22981,Windows
22984,AWS
22984,Microsoft Azure
22983,AWS
22983,Docker
22983,Google Cloud Platform
22983,Linux
22983,Windows
22983,WordPress
22987,Android
22987,Arduino
22987,Docker
22987,Raspberry Pi
22987,Slack
22992,AWS
22992,Docker
22992,MacOS
22992,Slack
22998,WordPress
22996,Android
22996,Linux
22996,MacOS
22996,Windows
23008,Windows
23008,WordPress
23015,Android
23015,Arduino
23015,AWS
23015,Heroku
23015,iOS
23015,Linux
23015,MacOS
23015,Raspberry Pi
23015,Slack
23015,Windows
23016,Windows
23019,Android
23019,Windows
23019,WordPress
23030,Microsoft Azure
23030,Windows
23027,Windows
23033,Android
23033,Windows
23035,AWS
23035,Docker
23035,Heroku
23035,Linux
23035,Windows
23036,AWS
23036,Docker
23036,Heroku
23036,iOS
23036,Linux
23036,MacOS
23036,Raspberry Pi
23036,Slack
23043,Docker
23043,Heroku
23043,Kubernetes
23043,Linux
23043,Slack
23044,Android
23044,Linux
23044,Raspberry Pi
23044,Slack
23044,Windows
23045,Android
23045,Docker
23045,iOS
23045,Kubernetes
23045,Microsoft Azure
23045,Windows
23047,AWS
23047,Docker
23047,Linux
23047,MacOS
23047,Slack
23049,Heroku
23049,MacOS
23049,Slack
23049,WordPress
23054,Arduino
23054,Raspberry Pi
23053,Android
23053,iOS
23053,Linux
23053,MacOS
23053,Slack
23053,Windows
23053,WordPress
23056,AWS
23056,Linux
23056,Slack
23057,AWS
23057,Docker
23057,Google Cloud Platform
23057,Linux
23058,Linux
23058,MacOS
23059,Linux
23059,Windows
23059,WordPress
23061,AWS
23061,Docker
23061,Google Cloud Platform
23061,Linux
23063,Windows
23065,AWS
23065,Docker
23065,Slack
23065,Windows
23067,Docker
23067,Slack
23067,Windows
23067,WordPress
23068,AWS
23070,Android
23070,iOS
23070,Linux
23070,MacOS
23070,Microsoft Azure
23070,Windows
23070,WordPress
23071,Raspberry Pi
23072,Windows
23073,Android
23073,Microsoft Azure
23073,WordPress
23076,Docker
23076,Linux
23076,Microsoft Azure
23076,Windows
23078,Docker
23078,Linux
23082,AWS
23082,Docker
23082,Kubernetes
23082,Microsoft Azure
23082,Slack
23082,Windows
23085,Android
23085,Arduino
23085,Heroku
23085,Linux
23085,Slack
23085,Windows
23101,Arduino
23101,Windows
23095,AWS
23095,Docker
23095,Google Cloud Platform
23095,Heroku
23095,Kubernetes
23099,iOS
23099,MacOS
23107,Android
23107,Docker
23107,Google Cloud Platform
23107,iOS
23107,Linux
23107,MacOS
23107,Microsoft Azure
23107,Raspberry Pi
23107,Slack
23107,Windows
23107,WordPress
23110,AWS
23110,Linux
23110,WordPress
23112,Google Cloud Platform
23112,WordPress
23113,Docker
23113,Heroku
23113,Linux
23116,AWS
23116,Docker
23116,Kubernetes
23116,MacOS
23116,Slack
23117,Microsoft Azure
23117,Windows
23120,Android
23120,Windows
23127,AWS
23127,Linux
23127,Raspberry Pi
23127,Windows
23134,Heroku
23134,iOS
23134,Linux
23134,MacOS
23134,Slack
23134,Windows
23134,Other(s):
23135,Windows
23136,Arduino
23136,WordPress
23144,Android
23144,Windows
23160,AWS
23160,Docker
23160,Heroku
23160,Raspberry Pi
23160,Slack
23164,AWS
23164,Docker
23164,Kubernetes
23164,Linux
23173,AWS
23173,Docker
23173,Linux
23173,Slack
23178,Linux
23178,Microsoft Azure
23178,Raspberry Pi
23178,Windows
23181,Docker
23181,Kubernetes
23181,Linux
23189,Microsoft Azure
23186,Android
23186,Docker
23186,iOS
23186,MacOS
23186,Windows
23186,WordPress
23188,AWS
23188,Docker
23188,Linux
23191,AWS
23191,Heroku
23198,Android
23198,Arduino
23198,Docker
23198,Heroku
23198,Linux
23198,MacOS
23198,Slack
23199,Android
23199,Arduino
23199,AWS
23199,Google Cloud Platform
23199,Heroku
23199,Linux
23199,Raspberry Pi
23199,Slack
23201,AWS
23201,Linux
23204,AWS
23212,Android
23213,Docker
23213,Linux
23213,Windows
23216,Docker
23216,Heroku
23216,IBM Cloud or Watson
23216,Linux
23216,MacOS
23216,Slack
23217,Docker
23217,Google Cloud Platform
23217,Kubernetes
23217,Linux
23217,MacOS
23217,Slack
23226,Android
23226,Docker
23226,iOS
23226,Linux
23226,MacOS
23226,Slack
23226,Windows
23227,AWS
23227,Docker
23227,Linux
23233,Android
23233,Docker
23233,iOS
23233,MacOS
23233,Slack
23239,Android
23239,IBM Cloud or Watson
23239,iOS
23239,MacOS
23239,Windows
23245,Windows
23245,WordPress
23249,Android
23249,Google Cloud Platform
23249,MacOS
23249,Slack
23250,AWS
23250,MacOS
23253,Android
23253,AWS
23253,Docker
23253,Heroku
23253,IBM Cloud or Watson
23253,iOS
23253,Linux
23253,MacOS
23253,Slack
23253,Windows
23253,WordPress
23254,Docker
23254,Heroku
23254,WordPress
23257,Docker
23257,Linux
23270,Android
23270,Google Cloud Platform
23262,Android
23262,Heroku
23262,iOS
23262,Linux
23262,Slack
23265,Docker
23265,Linux
23265,Slack
23265,Windows
23265,WordPress
23265,Other(s):
23267,Docker
23267,Kubernetes
23267,Linux
23267,Windows
23271,Slack
23271,Windows
23274,AWS
23274,Docker
23274,Linux
23274,Raspberry Pi
23284,AWS
23284,Microsoft Azure
23286,AWS
23289,Android
23289,AWS
23289,Docker
23289,Heroku
23289,Linux
23289,MacOS
23290,Linux
23290,Windows
23291,Google Cloud Platform
23291,Linux
23291,MacOS
23291,Windows
23297,Android
23297,AWS
23297,Linux
23302,Android
23302,Arduino
23302,Linux
23302,MacOS
23303,iOS
23303,MacOS
23303,Slack
23304,AWS
23304,Linux
23304,MacOS
23309,Android
23309,Docker
23309,Windows
23310,Linux
23310,Windows
23311,WordPress
23313,Windows
23312,iOS
23312,Linux
23315,Arduino
23315,Windows
23320,Android
23320,Windows
23325,Android
23326,Docker
23326,Linux
23326,Slack
23327,Linux
23327,Windows
23328,Docker
23328,Heroku
23328,Linux
23328,MacOS
23329,Docker
23329,Kubernetes
23329,Linux
23329,Windows
23333,Android
23341,AWS
23341,Docker
23341,Linux
23341,MacOS
23341,Windows
23346,AWS
23346,Docker
23346,Linux
23346,Windows
23347,Windows
23353,Windows
23349,Windows
23352,Docker
23352,Kubernetes
23352,Linux
23352,Windows
23354,Heroku
23354,MacOS
23354,Slack
23354,Windows
23365,AWS
23365,Docker
23356,Docker
23356,Windows
23360,AWS
23360,Docker
23360,Google Cloud Platform
23360,iOS
23360,Linux
23360,Slack
23361,AWS
23361,Docker
23361,Kubernetes
23361,Linux
23361,MacOS
23361,Microsoft Azure
23361,Slack
23361,Windows
23361,WordPress
23362,Android
23362,iOS
23362,Microsoft Azure
23362,Windows
23373,Heroku
23373,Slack
23376,AWS
23376,Docker
23376,Linux
23376,Windows
23376,WordPress
23380,AWS
23380,Docker
23380,Kubernetes
23380,Linux
23380,Raspberry Pi
23385,iOS
23387,AWS
23387,Docker
23387,Google Cloud Platform
23387,iOS
23387,Kubernetes
23387,Linux
23387,MacOS
23387,Raspberry Pi
23387,Slack
23390,Android
23390,AWS
23390,Docker
23390,Heroku
23390,Kubernetes
23390,Linux
23390,MacOS
23390,Raspberry Pi
23390,WordPress
23396,Google Cloud Platform
23396,WordPress
23400,AWS
23400,Docker
23400,Google Cloud Platform
23400,Heroku
23400,Kubernetes
23400,Linux
23400,Microsoft Azure
23400,Raspberry Pi
23400,Slack
23401,Docker
23401,Linux
23401,WordPress
23402,Linux
23402,Windows
23403,Windows
23405,Android
23405,AWS
23405,Docker
23405,Linux
23405,MacOS
23405,Slack
23405,Windows
23407,Docker
23407,Linux
23407,Raspberry Pi
23407,Slack
23407,WordPress
23407,Other(s):
23408,Arduino
23408,AWS
23408,Docker
23408,Heroku
23408,Linux
23410,MacOS
23410,Windows
23409,AWS
23409,Docker
23409,Google Cloud Platform
23409,Kubernetes
23409,Linux
23409,MacOS
23412,AWS
23412,Heroku
23412,Linux
23412,Windows
23413,AWS
23413,Docker
23413,Google Cloud Platform
23413,Heroku
23413,Linux
23413,MacOS
23442,Android
23442,Arduino
23442,AWS
23442,iOS
23442,Raspberry Pi
23419,Docker
23419,Windows
23424,Docker
23424,Google Cloud Platform
23424,Kubernetes
23424,Linux
23427,Raspberry Pi
23427,Windows
23431,Android
23431,AWS
23431,Docker
23431,iOS
23433,Android
23433,iOS
23433,Microsoft Azure
23433,Windows
23434,Windows
23438,AWS
23438,Google Cloud Platform
23440,Docker
23440,Google Cloud Platform
23440,Kubernetes
23440,Linux
23440,MacOS
23440,Slack
23440,Windows
23448,Android
23448,Docker
23448,Google Cloud Platform
23448,iOS
23448,Linux
23448,Windows
23449,Android
23449,Docker
23449,Linux
23449,MacOS
23449,Windows
23449,WordPress
23452,AWS
23452,Docker
23452,Google Cloud Platform
23452,Kubernetes
23452,Linux
23453,Android
23453,Docker
23453,Linux
23453,Raspberry Pi
23453,Windows
23457,Android
23457,Windows
23459,Android
23459,iOS
23459,MacOS
23459,Windows
23459,Other(s):
23464,Docker
23464,Kubernetes
23464,Windows
23465,Linux
23465,MacOS
23465,Microsoft Azure
23465,Windows
23465,WordPress
23472,Windows
23475,Arduino
23475,Raspberry Pi
23475,Windows
23477,Microsoft Azure
23477,Slack
23477,Windows
23477,WordPress
23480,Windows
23480,WordPress
23486,Microsoft Azure
23486,Slack
23486,Windows
23488,Linux
23488,Slack
23488,Windows
23497,Windows
23499,AWS
23499,Docker
23499,Kubernetes
23499,Linux
23504,Android
23504,Google Cloud Platform
23504,Heroku
23504,iOS
23507,Windows
23508,AWS
23508,Docker
23508,Windows
23511,Android
23511,AWS
23511,Google Cloud Platform
23511,Linux
23511,MacOS
23511,Slack
23511,Windows
23512,Docker
23512,Linux
23512,MacOS
23512,Slack
23512,Windows
23513,Windows
23515,Docker
23515,Kubernetes
23515,Linux
23515,Raspberry Pi
23515,Slack
23515,Windows
23516,Docker
23516,Linux
23516,Windows
23518,Android
23518,AWS
23518,Google Cloud Platform
23518,Heroku
23518,iOS
23518,Linux
23520,AWS
23520,Docker
23520,Linux
23522,Windows
23523,Android
23523,Windows
23524,Android
23524,iOS
23524,Linux
23525,Linux
23525,Windows
23526,Microsoft Azure
23526,Windows
23530,AWS
23530,MacOS
23532,Android
23532,AWS
23532,Linux
23532,Raspberry Pi
23532,WordPress
23533,Docker
23533,Windows
23534,Linux
23541,AWS
23536,IBM Cloud or Watson
23536,Linux
23536,Microsoft Azure
23536,Windows
23543,AWS
23543,Docker
23543,Linux
23544,Android
23544,Windows
23547,MacOS
23547,Slack
23549,AWS
23549,MacOS
23549,Windows
23548,Linux
23548,Windows
23551,Arduino
23551,iOS
23551,Linux
23551,Raspberry Pi
23551,WordPress
23558,iOS
23560,Docker
23560,Linux
23561,AWS
23561,Docker
23573,AWS
23573,Docker
23573,Linux
23565,Linux
23568,AWS
23568,Docker
23568,Google Cloud Platform
23568,Linux
23568,Microsoft Azure
23568,Windows
23569,Android
23569,AWS
23569,Google Cloud Platform
23569,iOS
23569,Linux
23569,MacOS
23570,Docker
23570,Heroku
23570,MacOS
23570,Slack
23574,Android
23574,AWS
23574,Google Cloud Platform
23575,Android
23575,AWS
23575,Linux
23575,MacOS
23575,Other(s):
23577,Android
23577,iOS
23578,Linux
23578,Windows
23585,Arduino
23585,Docker
23585,Linux
23585,MacOS
23585,Raspberry Pi
23585,Windows
23585,WordPress
23588,Linux
23588,Slack
23589,Android
23589,AWS
23589,Google Cloud Platform
23589,iOS
23589,Linux
23589,MacOS
23589,Microsoft Azure
23589,WordPress
23592,AWS
23592,Linux
23598,Linux
23598,Slack
23598,Windows
23600,AWS
23600,Docker
23600,Heroku
23600,Windows
23599,Linux
23599,MacOS
23599,Raspberry Pi
23599,Slack
23599,Windows
23599,WordPress
23608,Slack
23608,Windows
23611,Windows
23614,Linux
23615,Linux
23615,Windows
23617,Android
23617,Heroku
23617,iOS
23617,Windows
23619,Linux
23619,Slack
23623,Android
23623,Linux
23623,Raspberry Pi
23623,Windows
23630,Docker
23630,Heroku
23630,Linux
23630,MacOS
23630,Slack
23630,WordPress
23634,Microsoft Azure
23634,Windows
23637,AWS
23637,Linux
23637,Microsoft Azure
23637,Slack
23637,Windows
23650,Android
23650,Arduino
23650,Docker
23650,iOS
23650,Linux
23650,Other(s):
23651,Docker
23651,Google Cloud Platform
23651,Kubernetes
23651,Linux
23651,Slack
23654,AWS
23654,Linux
23654,Slack
23654,WordPress
23683,AWS
23683,Docker
23683,Google Cloud Platform
23683,Kubernetes
23683,Linux
23683,MacOS
23661,AWS
23661,Linux
23661,MacOS
23661,Slack
23661,WordPress
23662,Linux
23662,Windows
23662,Other(s):
23663,Docker
23663,iOS
23663,Linux
23663,Slack
23668,AWS
23668,Docker
23668,Kubernetes
23668,Linux
23668,MacOS
23669,Microsoft Azure
23669,Windows
23675,AWS
23675,Linux
23676,Linux
23676,MacOS
23682,Heroku
23682,MacOS
23682,Windows
23685,Linux
23685,MacOS
23691,Windows
23686,AWS
23686,Google Cloud Platform
23686,iOS
23686,Linux
23686,MacOS
23686,Microsoft Azure
23686,Slack
23686,Windows
23686,WordPress
23689,Docker
23689,Google Cloud Platform
23689,Heroku
23689,Linux
23689,MacOS
23689,Raspberry Pi
23689,Slack
23693,Linux
23693,Windows
23695,Microsoft Azure
23695,Windows
23701,AWS
23701,Heroku
23701,Linux
23701,Microsoft Azure
23701,Raspberry Pi
23701,Slack
23701,Windows
23702,Linux
23707,AWS
23707,Docker
23707,Google Cloud Platform
23707,Kubernetes
23707,Linux
23707,Raspberry Pi
23707,Slack
23709,AWS
23709,MacOS
23709,Windows
23710,Windows
23712,AWS
23712,Docker
23712,Linux
23713,Android
23713,Docker
23716,Linux
23716,Microsoft Azure
23716,Windows
23719,Linux
23719,Windows
23722,Android
23722,iOS
23722,Linux
23722,MacOS
23722,Windows
23723,AWS
23723,Linux
23723,MacOS
23723,Raspberry Pi
23723,Slack
23723,Windows
23723,WordPress
23724,AWS
23724,Docker
23724,Google Cloud Platform
23724,Kubernetes
23724,Linux
23727,AWS
23727,Windows
23727,WordPress
23728,Android
23728,Other(s):
23732,Microsoft Azure
23732,Windows
23734,Microsoft Azure
23734,Windows
23737,AWS
23737,Docker
23737,Heroku
23737,iOS
23737,Linux
23737,MacOS
23737,Raspberry Pi
23737,Slack
23737,Windows
23740,AWS
23740,Windows
23750,AWS
23750,Docker
23750,Google Cloud Platform
23750,Kubernetes
23750,Linux
23750,MacOS
23751,AWS
23751,Docker
23751,iOS
23762,Android
23762,AWS
23762,Docker
23762,Google Cloud Platform
23762,Heroku
23762,iOS
23762,Kubernetes
23762,MacOS
23762,Slack
23762,WordPress
23762,Other(s):
23763,Android
23763,AWS
23763,Docker
23763,Kubernetes
23763,Linux
23763,Windows
23763,WordPress
23764,Docker
23764,Linux
23767,AWS
23767,Docker
23767,Linux
23770,Windows
23771,Docker
23771,Windows
23774,AWS
23774,Docker
23774,Kubernetes
23774,Linux
23774,Slack
23784,Windows
23776,Linux
23776,Windows
23781,Google Cloud Platform
23788,Linux
23788,Slack
23792,Android
23792,AWS
23792,Linux
23792,Microsoft Azure
23792,Windows
23794,Android
23794,AWS
23794,Docker
23794,iOS
23794,Microsoft Azure
23797,AWS
23797,Docker
23798,Microsoft Azure
23798,Windows
