Respondent,DevType
19626,"Developer, back-end"
19626,"Developer, desktop or enterprise applications"
19626,"Developer, embedded applications or devices"
19626,"Developer, front-end"
19626,"Developer, full-stack"
19626,DevOps specialist
19626,Educator
19627,"Developer, QA or test"
19630,"Developer, full-stack"
19640,"Developer, full-stack"
19640,DevOps specialist
19633,Data scientist or machine learning specialist
19633,DevOps specialist
19633,"Engineer, data"
19633,Engineering manager
19633,Scientist
19638,"Developer, back-end"
19638,"Developer, full-stack"
19639,"Developer, back-end"
19645,"Developer, full-stack"
19648,Designer
19648,"Developer, back-end"
19648,"Developer, front-end"
19648,"Developer, full-stack"
19649,"Developer, full-stack"
19650,Data or business analyst
19650,Data scientist or machine learning specialist
19650,Designer
19650,"Developer, back-end"
19650,"Developer, desktop or enterprise applications"
19650,"Developer, embedded applications or devices"
19650,"Developer, front-end"
19650,"Developer, full-stack"
19653,Data or business analyst
19653,"Developer, back-end"
19653,"Developer, front-end"
19653,"Developer, full-stack"
19653,"Developer, QA or test"
19653,Student
19661,"Developer, mobile"
19662,"Developer, embedded applications or devices"
19662,"Developer, full-stack"
19662,"Developer, QA or test"
19662,"Engineer, data"
19662,System administrator
19664,"Developer, back-end"
19664,"Developer, front-end"
19664,"Developer, full-stack"
19664,"Developer, QA or test"
19664,DevOps specialist
19665,Data scientist or machine learning specialist
19665,"Developer, back-end"
19667,"Developer, full-stack"
19670,Data or business analyst
19670,Data scientist or machine learning specialist
19670,"Developer, back-end"
19670,"Developer, desktop or enterprise applications"
19670,"Engineer, data"
19674,System administrator
19676,"Developer, back-end"
19676,"Developer, full-stack"
19677,Academic researcher
19677,Data or business analyst
19677,Data scientist or machine learning specialist
19677,"Developer, full-stack"
19677,DevOps specialist
19677,"Engineer, data"
19677,Scientist
19677,System administrator
19678,Data scientist or machine learning specialist
19678,"Developer, embedded applications or devices"
19678,"Developer, QA or test"
19681,"Developer, QA or test"
19692,"Developer, back-end"
19692,"Developer, desktop or enterprise applications"
19692,"Developer, front-end"
19692,"Developer, full-stack"
19692,"Developer, mobile"
19696,Database administrator
19696,"Developer, back-end"
19696,"Developer, desktop or enterprise applications"
19696,"Developer, front-end"
19696,"Developer, full-stack"
19696,Product manager
19696,Student
19699,Academic researcher
19699,"Developer, back-end"
19699,"Developer, front-end"
19699,"Developer, full-stack"
19701,Academic researcher
19701,"Developer, full-stack"
19702,Designer
19702,"Developer, back-end"
19702,"Developer, desktop or enterprise applications"
19702,"Developer, front-end"
19702,"Developer, full-stack"
19708,"Developer, back-end"
19708,"Developer, front-end"
19708,"Developer, full-stack"
19708,"Engineer, site reliability"
19711,"Developer, back-end"
19711,"Developer, desktop or enterprise applications"
19711,"Developer, front-end"
19713,"Developer, back-end"
19713,"Developer, embedded applications or devices"
19713,"Developer, mobile"
19713,Educator
19713,Student
19714,Data or business analyst
19714,Data scientist or machine learning specialist
19714,Database administrator
19714,"Developer, back-end"
19714,"Developer, full-stack"
19714,"Engineer, data"
19714,Scientist
19715,Academic researcher
19715,Designer
19715,"Developer, back-end"
19715,"Developer, mobile"
19715,DevOps specialist
19715,Student
19716,"Developer, full-stack"
19716,"Engineer, data"
19716,Engineering manager
19717,"Developer, full-stack"
19717,Engineering manager
19719,Data or business analyst
19719,"Developer, back-end"
19719,"Developer, full-stack"
19721,Database administrator
19721,"Developer, back-end"
19721,"Developer, full-stack"
19721,"Engineer, site reliability"
19724,Database administrator
19724,"Developer, back-end"
19724,"Developer, full-stack"
19724,System administrator
19725,Database administrator
19725,"Developer, back-end"
19725,"Developer, desktop or enterprise applications"
19725,"Developer, front-end"
19725,"Developer, full-stack"
19725,"Developer, QA or test"
19725,System administrator
19734,Designer
19734,"Developer, back-end"
19734,"Developer, desktop or enterprise applications"
19734,"Developer, front-end"
19734,"Developer, full-stack"
19734,"Developer, mobile"
19736,"Developer, front-end"
19740,Database administrator
19740,"Developer, back-end"
19740,"Developer, full-stack"
19740,DevOps specialist
19740,System administrator
19739,"Developer, back-end"
19739,Engineering manager
19746,"Developer, front-end"
19747,"Developer, desktop or enterprise applications"
19747,"Developer, embedded applications or devices"
19747,Scientist
19756,"Developer, back-end"
19760,"Developer, back-end"
19760,System administrator
19764,"Developer, back-end"
19764,"Developer, front-end"
19764,"Developer, full-stack"
19765,"Developer, full-stack"
19765,DevOps specialist
19770,"Developer, back-end"
19770,DevOps specialist
19770,Student
19773,"Developer, back-end"
19773,"Developer, front-end"
19773,"Developer, full-stack"
19773,"Developer, QA or test"
19775,"Developer, desktop or enterprise applications"
19775,"Developer, game or graphics"
19775,"Engineer, data"
19775,Scientist
19781,"Developer, full-stack"
19776,Data scientist or machine learning specialist
19776,"Developer, QA or test"
19776,"Engineer, data"
19777,"Developer, full-stack"
19780,"Developer, back-end"
19780,"Developer, desktop or enterprise applications"
19780,"Developer, embedded applications or devices"
19780,"Developer, front-end"
19780,"Developer, full-stack"
19780,"Developer, mobile"
19782,"Developer, back-end"
19782,"Developer, full-stack"
19785,"Developer, back-end"
19785,"Developer, full-stack"
19788,"Developer, full-stack"
19789,"Developer, back-end"
19789,"Developer, desktop or enterprise applications"
19789,"Developer, front-end"
19789,"Developer, full-stack"
19790,"Developer, back-end"
19790,"Developer, front-end"
19790,"Developer, full-stack"
19811,"Developer, full-stack"
19791,Academic researcher
19791,Data scientist or machine learning specialist
19791,Database administrator
19791,"Developer, back-end"
19791,"Developer, desktop or enterprise applications"
19791,"Developer, embedded applications or devices"
19791,"Developer, full-stack"
19791,DevOps specialist
19803,"Developer, front-end"
19804,"Developer, back-end"
19804,"Developer, front-end"
19804,"Developer, full-stack"
19804,DevOps specialist
19806,"Developer, front-end"
19820,"Developer, back-end"
19820,"Developer, front-end"
19820,"Developer, full-stack"
19820,DevOps specialist
19820,"Engineer, site reliability"
19823,"Developer, front-end"
19824,"Developer, back-end"
19829,"Developer, back-end"
19829,"Developer, desktop or enterprise applications"
19829,"Developer, full-stack"
19829,"Developer, mobile"
19829,DevOps specialist
19829,"Engineer, site reliability"
19829,Engineering manager
19826,"Developer, back-end"
19826,"Developer, full-stack"
19826,"Developer, game or graphics"
19826,DevOps specialist
19826,"Engineer, site reliability"
19828,"Developer, back-end"
19830,"Developer, back-end"
19830,"Developer, full-stack"
19830,"Developer, QA or test"
19831,Database administrator
19831,DevOps specialist
19831,System administrator
19832,"Developer, back-end"
19832,"Developer, full-stack"
19834,Designer
19834,"Developer, back-end"
19834,"Developer, desktop or enterprise applications"
19834,"Developer, front-end"
19834,"Developer, full-stack"
19834,"Developer, mobile"
19861,"Developer, back-end"
19861,Student
19839,"Developer, back-end"
19839,"Developer, front-end"
19839,"Developer, game or graphics"
19839,DevOps specialist
19843,"Developer, back-end"
19843,Student
19846,"Developer, game or graphics"
19846,"Developer, mobile"
19846,Product manager
19846,Student
19846,System administrator
19847,Database administrator
19847,"Developer, desktop or enterprise applications"
19847,"Developer, full-stack"
19849,"Developer, back-end"
19849,"Developer, front-end"
19849,"Developer, full-stack"
19850,Designer
19850,"Developer, back-end"
19850,"Developer, desktop or enterprise applications"
19850,"Developer, front-end"
19850,"Developer, full-stack"
19850,"Developer, game or graphics"
19850,"Developer, mobile"
19850,"Developer, QA or test"
19850,Student
19852,"Developer, full-stack"
19859,"Developer, back-end"
19859,"Developer, front-end"
19859,"Developer, full-stack"
19859,"Developer, QA or test"
19859,Marketing or sales professional
19859,System administrator
19860,"Developer, full-stack"
19863,"Developer, full-stack"
19863,"Developer, mobile"
19866,"Developer, full-stack"
19868,"Developer, desktop or enterprise applications"
19870,"Developer, desktop or enterprise applications"
19871,"Developer, back-end"
19875,"Developer, back-end"
19875,"Developer, desktop or enterprise applications"
19875,"Developer, front-end"
19875,"Developer, full-stack"
19875,"Developer, mobile"
19877,"Developer, back-end"
19877,"Developer, desktop or enterprise applications"
19877,"Developer, embedded applications or devices"
19877,"Developer, full-stack"
19877,"Developer, mobile"
19878,"Developer, back-end"
19880,"Developer, back-end"
19880,"Developer, desktop or enterprise applications"
19880,"Developer, front-end"
19880,"Developer, full-stack"
19880,"Developer, QA or test"
19888,"Developer, back-end"
19892,"Developer, back-end"
19892,"Developer, desktop or enterprise applications"
19892,"Developer, full-stack"
19892,DevOps specialist
19893,Data scientist or machine learning specialist
19893,"Developer, desktop or enterprise applications"
19895,Database administrator
19895,"Developer, back-end"
19895,"Developer, full-stack"
19900,"Developer, back-end"
19900,"Developer, desktop or enterprise applications"
19900,"Developer, embedded applications or devices"
19900,"Developer, front-end"
19900,"Developer, full-stack"
19900,"Developer, mobile"
19900,DevOps specialist
19900,System administrator
19904,"Developer, full-stack"
19905,"Developer, full-stack"
19907,Database administrator
19907,"Developer, back-end"
19907,"Developer, front-end"
19907,"Developer, full-stack"
19907,"Engineer, data"
19908,"Developer, back-end"
19908,"Developer, desktop or enterprise applications"
19908,"Developer, front-end"
19908,"Developer, full-stack"
19908,DevOps specialist
19909,"Developer, back-end"
19909,"Developer, desktop or enterprise applications"
19911,"Developer, full-stack"
19913,"Developer, back-end"
19913,"Developer, desktop or enterprise applications"
19913,"Developer, full-stack"
19913,DevOps specialist
19913,Engineering manager
19914,Data or business analyst
19914,"Developer, full-stack"
19914,Engineering manager
19914,Product manager
19914,Senior executive/VP
19919,"Developer, full-stack"
19921,"Developer, back-end"
19927,"Developer, back-end"
19927,"Developer, front-end"
19928,Database administrator
19928,"Developer, back-end"
19928,"Developer, desktop or enterprise applications"
19928,"Developer, front-end"
19928,DevOps specialist
19928,"Engineer, data"
19928,"Engineer, site reliability"
19928,Product manager
19932,"Developer, full-stack"
19933,"Developer, back-end"
19933,"Developer, desktop or enterprise applications"
19934,"Developer, back-end"
19934,"Developer, full-stack"
19934,DevOps specialist
19934,"Engineer, site reliability"
19934,System administrator
19936,"Developer, full-stack"
19946,Academic researcher
19946,"Developer, back-end"
19946,"Developer, front-end"
19946,"Developer, full-stack"
19946,"Developer, mobile"
19946,"Developer, QA or test"
19946,Educator
19939,Database administrator
19939,"Developer, back-end"
19939,"Developer, front-end"
19939,"Developer, full-stack"
19939,Product manager
19939,System administrator
19941,Database administrator
19941,"Developer, back-end"
19941,"Developer, desktop or enterprise applications"
19941,"Developer, front-end"
19941,"Developer, full-stack"
19941,"Engineer, data"
19941,Product manager
19941,System administrator
19944,Data scientist or machine learning specialist
19944,"Developer, back-end"
19944,"Developer, embedded applications or devices"
19944,"Developer, full-stack"
19944,"Developer, mobile"
19944,DevOps specialist
19945,"Developer, back-end"
19945,"Developer, front-end"
19945,"Developer, full-stack"
19945,"Developer, mobile"
19948,Designer
19948,"Developer, back-end"
19948,"Developer, front-end"
19948,"Developer, full-stack"
19949,"Developer, back-end"
19949,"Developer, desktop or enterprise applications"
19949,"Developer, front-end"
19949,"Developer, mobile"
19950,Designer
19950,"Developer, back-end"
19950,"Developer, front-end"
19951,Database administrator
19951,"Developer, back-end"
19951,DevOps specialist
19951,System administrator
19953,"Developer, back-end"
19953,"Developer, full-stack"
19957,"Developer, back-end"
19957,"Engineer, data"
19961,Academic researcher
19962,"Developer, back-end"
19962,"Developer, front-end"
19962,"Developer, full-stack"
19962,"Developer, mobile"
19963,Designer
19963,"Developer, front-end"
19965,Data or business analyst
19965,Data scientist or machine learning specialist
19965,"Developer, back-end"
19965,"Developer, desktop or enterprise applications"
19965,"Developer, full-stack"
19965,"Developer, mobile"
19965,DevOps specialist
19966,"Developer, back-end"
19966,"Developer, desktop or enterprise applications"
19973,Data scientist or machine learning specialist
19973,"Developer, back-end"
19973,"Engineer, data"
19981,"Developer, desktop or enterprise applications"
19981,"Developer, full-stack"
19985,"Developer, front-end"
19986,Database administrator
19986,"Developer, back-end"
19986,"Developer, front-end"
19986,"Developer, full-stack"
19986,"Developer, QA or test"
19989,"Developer, game or graphics"
19989,"Developer, mobile"
19991,"Developer, back-end"
19991,DevOps specialist
19998,"Developer, mobile"
20013,"Developer, back-end"
20013,"Developer, desktop or enterprise applications"
20015,Database administrator
20015,"Developer, back-end"
20015,"Developer, desktop or enterprise applications"
20015,"Developer, embedded applications or devices"
20015,"Developer, front-end"
20015,"Developer, full-stack"
20015,DevOps specialist
20039,"Developer, back-end"
20039,"Developer, desktop or enterprise applications"
20039,"Developer, front-end"
20039,"Developer, full-stack"
20039,System administrator
20017,"Developer, back-end"
20017,"Developer, front-end"
20017,"Developer, full-stack"
20018,Database administrator
20018,Designer
20018,"Developer, back-end"
20018,"Developer, front-end"
20018,"Developer, full-stack"
20018,System administrator
20021,Data scientist or machine learning specialist
20021,"Developer, back-end"
20021,"Developer, desktop or enterprise applications"
20021,"Developer, full-stack"
20021,Student
20023,"Developer, back-end"
20023,"Developer, desktop or enterprise applications"
20023,"Developer, front-end"
20023,"Developer, full-stack"
20035,Data scientist or machine learning specialist
20035,"Developer, back-end"
20038,Database administrator
20038,"Developer, back-end"
20038,DevOps specialist
20041,Data scientist or machine learning specialist
20041,"Developer, full-stack"
20041,"Engineer, data"
20043,"Developer, back-end"
20043,"Developer, full-stack"
20044,"Developer, full-stack"
20048,Data or business analyst
20048,"Developer, back-end"
20048,"Developer, desktop or enterprise applications"
20048,"Developer, front-end"
20048,"Developer, full-stack"
20048,Educator
20049,"Developer, full-stack"
20055,"Developer, mobile"
20056,"Developer, back-end"
20056,"Developer, front-end"
20056,"Developer, full-stack"
20064,"Developer, QA or test"
20064,DevOps specialist
20064,System administrator
20067,"Developer, back-end"
20067,"Developer, front-end"
20067,"Developer, full-stack"
20076,"Developer, full-stack"
20077,"Engineer, site reliability"
20077,System administrator
20082,"Developer, back-end"
20082,"Developer, full-stack"
20083,Data or business analyst
20083,"Developer, desktop or enterprise applications"
20083,"Developer, full-stack"
20083,"Developer, QA or test"
20083,DevOps specialist
20086,"Developer, back-end"
20086,"Developer, embedded applications or devices"
20092,Data or business analyst
20092,Data scientist or machine learning specialist
20092,Database administrator
20092,"Developer, back-end"
20092,"Developer, full-stack"
20092,"Engineer, data"
20097,"Developer, back-end"
20102,"Developer, back-end"
20102,"Developer, desktop or enterprise applications"
20102,"Developer, front-end"
20102,"Developer, full-stack"
20103,Database administrator
20103,"Developer, back-end"
20103,"Developer, front-end"
20103,"Developer, full-stack"
20103,"Developer, QA or test"
20103,System administrator
20136,Data or business analyst
20136,"Developer, back-end"
20109,"Developer, full-stack"
20111,"Developer, back-end"
20111,"Developer, desktop or enterprise applications"
20111,"Developer, full-stack"
20114,"Developer, mobile"
20115,"Developer, full-stack"
20115,DevOps specialist
20115,Educator
20117,"Developer, full-stack"
20118,"Developer, back-end"
20121,"Developer, full-stack"
20121,Engineering manager
20124,"Developer, full-stack"
20127,"Developer, full-stack"
20130,Data or business analyst
20130,Database administrator
20130,"Developer, back-end"
20130,"Developer, desktop or enterprise applications"
20130,"Developer, full-stack"
20132,Data or business analyst
20132,Data scientist or machine learning specialist
20132,Database administrator
20132,"Developer, back-end"
20132,"Developer, desktop or enterprise applications"
20132,"Developer, embedded applications or devices"
20132,"Developer, front-end"
20132,"Developer, full-stack"
20132,"Developer, mobile"
20132,"Developer, QA or test"
20132,DevOps specialist
20132,"Engineer, data"
20132,"Engineer, site reliability"
20132,Engineering manager
20132,Scientist
20132,System administrator
20134,"Developer, back-end"
20134,"Developer, desktop or enterprise applications"
20134,"Developer, embedded applications or devices"
20134,"Developer, front-end"
20134,"Developer, full-stack"
20134,"Developer, mobile"
20145,"Developer, full-stack"
20157,Designer
20157,"Developer, mobile"
20159,"Developer, back-end"
20159,"Developer, front-end"
20159,"Developer, full-stack"
20159,"Developer, mobile"
20159,"Developer, QA or test"
20161,Data scientist or machine learning specialist
20161,"Developer, embedded applications or devices"
20161,"Developer, full-stack"
20161,"Engineer, data"
20162,"Developer, full-stack"
20164,"Developer, front-end"
20164,"Developer, full-stack"
20165,"Developer, back-end"
20168,"Developer, full-stack"
20168,DevOps specialist
20170,Database administrator
20170,"Developer, back-end"
20170,"Developer, full-stack"
20170,DevOps specialist
20170,"Engineer, data"
20174,"Developer, front-end"
20175,Database administrator
20175,"Developer, back-end"
20175,"Developer, embedded applications or devices"
20175,"Developer, front-end"
20175,"Developer, full-stack"
20175,"Developer, QA or test"
20175,DevOps specialist
20175,System administrator
20176,Database administrator
20176,"Developer, back-end"
20176,"Developer, desktop or enterprise applications"
20176,"Developer, front-end"
20176,"Developer, full-stack"
20176,"Developer, mobile"
20176,Student
20176,System administrator
20178,"Developer, full-stack"
20178,DevOps specialist
20178,System administrator
20179,"Developer, full-stack"
20181,"Developer, desktop or enterprise applications"
20181,"Developer, mobile"
20182,"Developer, front-end"
20182,"Developer, full-stack"
20182,"Developer, mobile"
20188,Data scientist or machine learning specialist
20188,"Developer, back-end"
20188,"Developer, desktop or enterprise applications"
20188,"Developer, embedded applications or devices"
20188,"Developer, full-stack"
20190,Designer
20190,"Developer, back-end"
20190,"Developer, desktop or enterprise applications"
20190,"Developer, embedded applications or devices"
20190,"Developer, front-end"
20190,"Developer, full-stack"
20190,"Developer, mobile"
20190,"Developer, QA or test"
20190,Product manager
20190,Scientist
20197,Academic researcher
20197,"Developer, back-end"
20197,"Developer, full-stack"
20197,"Developer, game or graphics"
20197,Educator
20197,Scientist
20198,Data or business analyst
20198,Database administrator
20198,"Developer, back-end"
20198,"Developer, desktop or enterprise applications"
20198,"Developer, embedded applications or devices"
20198,"Developer, front-end"
20198,"Developer, full-stack"
20198,"Engineer, data"
20198,System administrator
20199,"Developer, full-stack"
20200,"Developer, full-stack"
20200,"Developer, mobile"
20200,"Developer, QA or test"
20201,"Developer, back-end"
20205,"Developer, back-end"
20206,"Developer, full-stack"
20233,"Developer, full-stack"
20233,System administrator
20207,Data scientist or machine learning specialist
20207,"Engineer, data"
20208,"Developer, back-end"
20211,"Developer, back-end"
20211,"Developer, desktop or enterprise applications"
20211,"Developer, full-stack"
20211,"Developer, mobile"
20216,"Developer, full-stack"
20217,"Developer, back-end"
20217,"Developer, embedded applications or devices"
20217,"Developer, QA or test"
20221,"Developer, full-stack"
20221,Student
20221,System administrator
20222,"Developer, front-end"
20222,"Developer, full-stack"
20223,Data or business analyst
20223,Database administrator
20223,Designer
20223,"Developer, back-end"
20223,"Developer, front-end"
20223,"Developer, full-stack"
20223,"Developer, mobile"
20223,"Engineer, data"
20223,Product manager
20223,System administrator
20225,"Developer, back-end"
20225,"Developer, desktop or enterprise applications"
20225,"Developer, front-end"
20225,"Developer, full-stack"
20225,DevOps specialist
20227,"Developer, full-stack"
20231,"Developer, full-stack"
20236,"Developer, full-stack"
20237,Academic researcher
20237,Database administrator
20237,Designer
20237,"Developer, back-end"
20237,"Developer, embedded applications or devices"
20237,"Developer, front-end"
20237,"Developer, full-stack"
20237,"Developer, mobile"
20237,Product manager
20238,"Developer, full-stack"
20239,"Developer, back-end"
20239,DevOps specialist
20239,"Engineer, site reliability"
20239,System administrator
20240,"Developer, back-end"
20240,"Developer, full-stack"
20243,"Engineer, site reliability"
20243,System administrator
20245,"Developer, back-end"
20245,"Developer, front-end"
20245,"Engineer, data"
20248,Database administrator
20248,"Developer, back-end"
20248,"Developer, full-stack"
20254,"Developer, back-end"
20254,"Developer, desktop or enterprise applications"
20254,"Developer, front-end"
20254,"Developer, full-stack"
20254,"Developer, QA or test"
20255,"Developer, full-stack"
20255,Product manager
20256,Data scientist or machine learning specialist
20256,"Developer, back-end"
20256,Student
20257,"Developer, back-end"
20257,"Developer, front-end"
20257,"Developer, full-stack"
20262,Data scientist or machine learning specialist
20262,"Developer, back-end"
20262,"Developer, mobile"
20262,"Engineer, data"
20263,"Developer, back-end"
20263,"Developer, desktop or enterprise applications"
20263,"Developer, full-stack"
20265,"Developer, full-stack"
20268,"Developer, back-end"
20268,"Developer, full-stack"
20272,"Developer, back-end"
20272,"Developer, desktop or enterprise applications"
20275,"Developer, front-end"
20275,"Developer, full-stack"
20278,"Developer, full-stack"
20278,Student
20279,"Developer, back-end"
20279,"Developer, front-end"
20279,"Developer, full-stack"
20279,"Developer, mobile"
20281,Data scientist or machine learning specialist
20281,"Engineer, data"
20284,Marketing or sales professional
20287,Academic researcher
20287,Database administrator
20287,"Developer, back-end"
20287,"Developer, front-end"
20287,"Developer, mobile"
20287,Educator
20287,"Engineer, data"
20287,"Engineer, site reliability"
20287,Scientist
20287,Student
20287,System administrator
20288,"Developer, back-end"
20288,Scientist
20288,Student
20288,System administrator
20289,Database administrator
20289,"Developer, back-end"
20289,"Developer, front-end"
20289,"Developer, full-stack"
20289,DevOps specialist
20289,System administrator
20291,Data or business analyst
20291,Database administrator
20291,"Developer, back-end"
20291,"Developer, full-stack"
20291,System administrator
20292,"Developer, full-stack"
20293,Data scientist or machine learning specialist
20293,"Developer, back-end"
20295,"Developer, back-end"
20295,"Developer, front-end"
20295,"Developer, full-stack"
20299,"Developer, back-end"
20299,"Developer, front-end"
20299,"Developer, full-stack"
20299,Student
20300,"Developer, front-end"
20300,"Developer, full-stack"
20302,"Developer, back-end"
20309,"Developer, full-stack"
20312,Designer
20312,"Developer, back-end"
20312,"Developer, front-end"
20312,"Developer, full-stack"
20312,"Developer, QA or test"
20312,DevOps specialist
20312,"Engineer, data"
20319,Database administrator
20319,"Developer, back-end"
20319,DevOps specialist
20321,"Developer, back-end"
20321,"Developer, desktop or enterprise applications"
20321,"Developer, full-stack"
20324,Designer
20324,"Developer, back-end"
20324,"Developer, mobile"
20324,DevOps specialist
20324,System administrator
20326,"Developer, back-end"
20326,"Developer, desktop or enterprise applications"
20326,"Developer, front-end"
20326,"Developer, full-stack"
20326,"Developer, QA or test"
20334,Designer
20334,"Developer, desktop or enterprise applications"
20334,"Developer, embedded applications or devices"
20338,"Developer, full-stack"
20338,Engineering manager
20338,Product manager
20341,Data or business analyst
20341,Database administrator
20341,Designer
20341,"Developer, back-end"
20341,"Developer, front-end"
20341,"Developer, full-stack"
20341,DevOps specialist
20341,Product manager
20341,Senior executive/VP
20341,System administrator
20342,Product manager
20356,Designer
20356,"Developer, front-end"
20356,Engineering manager
20353,"Developer, full-stack"
20357,"Developer, full-stack"
20357,"Developer, mobile"
20363,"Developer, back-end"
20363,"Developer, full-stack"
20364,Data or business analyst
20364,"Developer, back-end"
20364,"Developer, desktop or enterprise applications"
20364,"Developer, front-end"
20364,"Developer, full-stack"
20364,"Developer, QA or test"
20364,"Engineer, data"
20364,"Engineer, site reliability"
20365,"Developer, desktop or enterprise applications"
20365,"Developer, embedded applications or devices"
20365,"Developer, full-stack"
20367,"Developer, full-stack"
20367,Engineering manager
20369,"Developer, mobile"
20377,"Developer, full-stack"
20375,"Developer, full-stack"
20378,Database administrator
20378,"Developer, back-end"
20378,"Developer, front-end"
20378,"Developer, full-stack"
20378,"Developer, QA or test"
20378,DevOps specialist
20379,"Developer, back-end"
20379,"Developer, full-stack"
20379,Engineering manager
20384,"Developer, back-end"
20384,"Developer, front-end"
20384,"Developer, full-stack"
20384,DevOps specialist
20385,"Engineer, data"
20386,"Developer, desktop or enterprise applications"
20386,"Developer, front-end"
20386,"Developer, full-stack"
20387,Database administrator
20387,"Developer, back-end"
20387,"Developer, front-end"
20387,"Developer, full-stack"
20387,"Developer, mobile"
20387,"Developer, QA or test"
20387,DevOps specialist
20387,Educator
20387,System administrator
20388,"Developer, full-stack"
20390,"Developer, full-stack"
20390,DevOps specialist
20394,"Developer, back-end"
20394,"Developer, full-stack"
20394,System administrator
20395,"Developer, front-end"
20395,"Developer, full-stack"
20397,"Developer, full-stack"
20399,"Developer, full-stack"
20403,Engineering manager
20405,Database administrator
20405,"Developer, back-end"
20405,"Developer, desktop or enterprise applications"
20405,"Developer, front-end"
20405,"Developer, full-stack"
20405,"Developer, QA or test"
20405,DevOps specialist
20405,Educator
20405,Student
20405,System administrator
20406,"Developer, back-end"
20406,"Developer, full-stack"
20406,DevOps specialist
20407,Data scientist or machine learning specialist
20407,Scientist
20409,"Developer, full-stack"
20415,"Developer, back-end"
20415,"Developer, full-stack"
20415,"Developer, mobile"
20415,Senior executive/VP
20424,Designer
20424,"Developer, desktop or enterprise applications"
20427,"Developer, back-end"
20427,"Developer, desktop or enterprise applications"
20427,"Developer, embedded applications or devices"
20427,"Developer, front-end"
20427,"Developer, full-stack"
20427,"Developer, game or graphics"
20427,"Developer, mobile"
20427,Educator
20429,"Developer, full-stack"
20429,Engineering manager
20432,"Developer, back-end"
20432,"Developer, front-end"
20432,"Developer, full-stack"
20432,"Developer, mobile"
20437,"Developer, front-end"
20437,"Developer, full-stack"
20437,"Developer, mobile"
20440,"Developer, back-end"
20451,"Developer, mobile"
20441,"Developer, back-end"
20441,"Developer, embedded applications or devices"
20441,"Developer, front-end"
20441,"Developer, full-stack"
20441,"Developer, mobile"
20444,Academic researcher
20444,Designer
20444,"Developer, full-stack"
20444,Educator
20444,Product manager
20449,Academic researcher
20449,Designer
20449,"Developer, front-end"
20449,"Developer, full-stack"
20456,"Developer, back-end"
20456,"Developer, QA or test"
20456,DevOps specialist
20456,"Engineer, site reliability"
20474,"Developer, back-end"
20474,"Developer, front-end"
20462,"Developer, back-end"
20462,"Developer, front-end"
20462,"Developer, full-stack"
20463,"Developer, back-end"
20463,"Developer, front-end"
20463,"Developer, full-stack"
20463,"Developer, QA or test"
20465,"Developer, back-end"
20465,"Developer, front-end"
20465,"Developer, full-stack"
20465,"Developer, QA or test"
20465,"Engineer, site reliability"
20466,Database administrator
20466,Designer
20466,"Developer, back-end"
20466,"Developer, front-end"
20466,"Developer, full-stack"
20466,"Developer, game or graphics"
20466,"Developer, QA or test"
20466,DevOps specialist
20466,Educator
20466,"Engineer, data"
20466,"Engineer, site reliability"
20466,Engineering manager
20466,Product manager
20466,Senior executive/VP
20466,System administrator
20472,"Developer, back-end"
20472,"Engineer, site reliability"
20472,Student
20475,"Developer, full-stack"
20476,"Developer, back-end"
20476,"Developer, desktop or enterprise applications"
20476,"Developer, mobile"
20476,Engineering manager
20476,Senior executive/VP
20480,"Developer, back-end"
20480,DevOps specialist
20486,Database administrator
20486,"Developer, back-end"
20486,"Developer, full-stack"
20486,DevOps specialist
20486,"Engineer, site reliability"
20490,"Developer, back-end"
20490,"Developer, front-end"
20490,"Developer, full-stack"
20493,"Developer, back-end"
20493,"Developer, desktop or enterprise applications"
20493,"Developer, full-stack"
20496,"Developer, back-end"
20496,"Developer, full-stack"
20496,Senior executive/VP
20496,System administrator
20499,"Developer, back-end"
20499,"Developer, desktop or enterprise applications"
20499,"Developer, full-stack"
20500,"Developer, back-end"
20500,"Developer, full-stack"
20541,"Developer, mobile"
20513,"Developer, full-stack"
20514,"Developer, back-end"
20514,"Developer, desktop or enterprise applications"
20514,"Developer, full-stack"
20515,"Developer, back-end"
20515,"Developer, mobile"
20517,"Developer, back-end"
20517,"Developer, front-end"
20517,"Developer, full-stack"
20518,"Developer, back-end"
20518,DevOps specialist
20523,"Developer, full-stack"
20523,DevOps specialist
20531,"Developer, back-end"
20531,"Developer, full-stack"
20532,"Developer, back-end"
20534,"Developer, desktop or enterprise applications"
20545,"Developer, back-end"
20545,DevOps specialist
20549,"Developer, back-end"
20549,DevOps specialist
20555,Database administrator
20555,"Engineer, data"
20571,"Developer, full-stack"
20571,Product manager
20571,Senior executive/VP
20571,System administrator
20559,"Developer, full-stack"
20561,Data or business analyst
20561,Data scientist or machine learning specialist
20574,"Developer, back-end"
20574,"Developer, front-end"
20574,"Developer, full-stack"
20577,"Developer, back-end"
20579,"Developer, back-end"
20579,"Developer, desktop or enterprise applications"
20579,"Developer, front-end"
20579,"Developer, full-stack"
20579,"Developer, mobile"
20579,Educator
20580,Academic researcher
20580,Data or business analyst
20580,Database administrator
20580,Designer
20580,"Developer, back-end"
20580,"Developer, front-end"
20580,"Developer, full-stack"
20580,"Developer, game or graphics"
20580,"Developer, mobile"
20580,"Developer, QA or test"
20580,DevOps specialist
20580,Product manager
