Respondent,Country,Employment,Student,EdLevel,UndergradMajor,DevType,YearsCode,YearsCodePro,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,DevEnviron,OpSys,ConvertedComp,WorkWeekHrs,WorkRemote,CareerSat,JobSat,Age,Gender,GenderMain
24614,Canada,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","Data or business analyst;Database administrator;Developer, full-stack;System administrator",19,10,Bash/Shell/PowerShell;C++;C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Android;Linux;Windows,Vim;Visual Studio,Windows,55345,72.5,Less than once per month / Never,Very satisfied,Very satisfied,42,Man,Man
24617,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A natural science (ex. biology, chemistry, physics)","Designer;Developer, desktop or enterprise applications;Developer, game or graphics",18,3,C#;Rust,Microsoft SQL Server;SQLite,Windows,IntelliJ;Notepad++;Visual Studio;Visual Studio Code,Windows,50000,45,Less than once per month / Never,Slightly satisfied,Slightly satisfied,25,Man,Man
24619,Romania,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",4,2,HTML/CSS;Java;JavaScript;SQL,Microsoft SQL Server;MySQL;SQLite,Android;Windows,Android Studio;Eclipse;IntelliJ,Windows,28920,40,Less than once per month / Never,Very satisfied,Very satisfied,32,Man,Man
24623,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Designer;Developer, back-end;Developer, front-end;Developer, full-stack",7,1,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Microsoft Azure;Windows,Visual Studio;Visual Studio Code,Windows,90000,35,Less than once per month / Never,Very satisfied,Very satisfied,24,Man,Man
24628,United States,Employed full-time,No,Some college/university study without earning a degree,"A business discipline (ex. accounting, finance, marketing)","Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test;DevOps specialist;Product manager",1,0,C#;HTML/CSS;JavaScript;Ruby;SQL,Microsoft SQL Server;Redis,Android;Microsoft Azure;Slack;Windows,Visual Studio,Windows,70000,45,Less than once per month / Never,Very satisfied,Slightly satisfied,22,Man,Man
24631,India,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A business discipline (ex. accounting, finance, marketing)","Developer, back-end;Developer, front-end",2,2,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,MySQL,Linux,Notepad++;Sublime Text;Vim;Visual Studio Code,Windows,2520,48,Less than once per month / Never,Very satisfied,Neither satisfied nor dissatisfied,27,Man,Man
24635,Belgium,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A social science (ex. anthropology, psychology, political science)","Database administrator;Developer, full-stack;System administrator",19,13,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL,MariaDB;Microsoft SQL Server;SQLite,Linux;Windows,Eclipse;PHPStorm;Visual Studio,Windows,40440,38,A few days each month,Slightly satisfied,Neither satisfied nor dissatisfied,35,Man,Man
24637,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Data or business analyst;Developer, back-end;Developer, front-end;Developer, QA or test",12,12,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;MySQL;Oracle,Microsoft Azure;Windows,Notepad++;Visual Studio,Windows,87000,37.5,Less than once per month / Never,Very satisfied,Very satisfied,30,Man,Man
24648,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A social science (ex. anthropology, psychology, political science)",Data or business analyst;Database administrator,18,18,Bash/Shell/PowerShell;C#;Python;SQL,MongoDB;Microsoft SQL Server,AWS,Atom;IPython / Jupyter;Notepad++;Visual Studio Code,Windows,90000,50,All or almost all the time (I'm full-time remote),Neither satisfied nor dissatisfied,Very dissatisfied,42,Man,Man
24651,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Data or business analyst;Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack;DevOps specialist;Engineering manager;Product manager",11,6,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL;Other(s):,Microsoft SQL Server;MySQL,AWS;Windows,Notepad++;Visual Studio,Windows,77000,42,A few days each month,Slightly dissatisfied,Slightly dissatisfied,26,"Non-binary, genderqueer, or gender non-conforming",Other
24653,Netherlands,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","A natural science (ex. biology, chemistry, physics)","Data scientist or machine learning specialist;Developer, back-end;Engineer, data",4,3,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL,MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite;Other(s):,AWS;Docker;Linux;Slack,IntelliJ;IPython / Jupyter;PyCharm;Vim,Linux-based,53616,40,A few days each month,Slightly dissatisfied,Slightly dissatisfied,33,Man,Man
24656,United States,Employed full-time,No,Associate degree,"Information systems, information technology, or system administration","Developer, full-stack",6,4,C#;HTML/CSS;JavaScript;SQL;TypeScript,MySQL;PostgreSQL;Redis,AWS;Docker,Visual Studio Code,MacOS,85000,40,All or almost all the time (I'm full-time remote),Slightly satisfied,Slightly dissatisfied,26,Man,Man
24659,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, desktop or enterprise applications",14,9,Bash/Shell/PowerShell;C#;Java;SQL,Cassandra;Elasticsearch;Microsoft SQL Server;Oracle,AWS;Windows,Notepad++;Visual Studio,Windows,130000,50,A few days each month,Slightly dissatisfied,Neither satisfied nor dissatisfied,31,Man,Man
24664,United States,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",35,30,C#;HTML/CSS;JavaScript;SQL;VBA,MongoDB;Microsoft SQL Server,iOS;Windows,Visual Studio;Visual Studio Code,Windows,2000000,40,A few days each month,Very satisfied,Slightly dissatisfied,52,Man,Man
24667,Croatia,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, full-stack;DevOps specialist",15,10,Bash/Shell/PowerShell;C#;JavaScript;Python;SQL;TypeScript,Elasticsearch;Microsoft SQL Server,Windows,Vim;Visual Studio;Visual Studio Code,Windows,46368,40,A few days each month,Very satisfied,Slightly satisfied,33,Man,Man
24671,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Database administrator;Designer;Developer, full-stack",16,12,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;MySQL,Microsoft Azure;Windows,Visual Studio,Windows,960000,48,A few days each month,Slightly satisfied,Slightly satisfied,38,Man,Man
24673,Ghana,Employed full-time,No,Some college/university study without earning a degree,"A natural science (ex. biology, chemistry, physics)","Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",6,5,HTML/CSS;JavaScript;PHP,MongoDB;MySQL;SQLite,Android;Windows,Android Studio;Sublime Text;Visual Studio Code,Windows,1920,45,Less than once per month / Never,Neither satisfied nor dissatisfied,Slightly dissatisfied,28,Man,Man
24674,United States,Employed full-time,No,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering","Developer, back-end;Developer, front-end;Developer, full-stack",28,19,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;PostgreSQL,AWS;Microsoft Azure;Windows,Visual Studio;Visual Studio Code,Windows,141000,40,All or almost all the time (I'm full-time remote),Slightly satisfied,Slightly satisfied,41,Man,Man
24675,China,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Academic researcher;Designer;Developer, mobile",4,2,Java,SQLite,Android,Android Studio;Notepad++;Vim,Windows,17796,45,Less than once per month / Never,Slightly satisfied,Slightly dissatisfied,23,Man,Man
24676,France,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",8,3,Java;TypeScript,MongoDB,AWS;Docker;Linux,IntelliJ;Visual Studio Code,Linux-based,48121,38,"Less than half the time, but at least one day each week",Slightly satisfied,Very satisfied,26,Man,Man
24678,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","Engineer, data",14,13,Bash/Shell/PowerShell;SQL,Other(s):,Linux;Windows,Notepad++;PyCharm,Linux-based,96000,60,A few days each month,Slightly dissatisfied,Slightly dissatisfied,34,Man,Man
24679,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack;Developer, mobile;DevOps specialist;System administrator",6,3,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;Scala,Couchbase;DynamoDB;MySQL;PostgreSQL,Android;AWS;Docker;Linux,Android Studio;Atom;IntelliJ;Vim;Visual Studio Code,MacOS,101000,40,All or almost all the time (I'm full-time remote),Very satisfied,Slightly satisfied,28,Man,Man
24680,Ireland,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A natural science (ex. biology, chemistry, physics)","Developer, back-end;Developer, front-end;Developer, full-stack;DevOps specialist;System administrator",9,8,C#;F#;JavaScript;SQL,MariaDB;Microsoft SQL Server;PostgreSQL;SQLite,Docker;Linux;Windows,Visual Studio;Visual Studio Code,Windows,83067,37.5,Less than once per month / Never,Very satisfied,Neither satisfied nor dissatisfied,33,Man,Man
24687,United States,Employed full-time,"Yes, part-time",Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering","Developer, back-end;Developer, front-end;Developer, full-stack;DevOps specialist;Student",14,10,Go;HTML/CSS;JavaScript;PHP;SQL,DynamoDB;MariaDB;MySQL;PostgreSQL,AWS;Docker;Kubernetes;Linux;Raspberry Pi,Atom,Linux-based,125000,40,Less than once per month / Never,Very satisfied,Slightly satisfied,29,Man,Man
24689,Denmark,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Database administrator;Developer, full-stack",16,7,Clojure;JavaScript;SQL,PostgreSQL;Redis,Other(s):,Emacs;Vim,Linux-based,69972,37,A few days each month,Neither satisfied nor dissatisfied,Slightly dissatisfied,33,Man,Man
24694,Ukraine,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, full-stack",13,10,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL,Elasticsearch;MySQL;PostgreSQL;Redis,AWS;Docker;Heroku;MacOS;Slack,PyCharm,MacOS,42600,168,Less than once per month / Never,Slightly satisfied,Very satisfied,33,Man,Man
24709,India,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Data or business analyst;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, mobile",26,23,HTML/CSS;Java;JavaScript,MySQL,Android,Android Studio;Notepad++;Visual Studio;Visual Studio Code,Windows,8400,25,A few days each month,Neither satisfied nor dissatisfied,Very dissatisfied,43,Man,Man
24696,Cyprus,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, QA or test;Engineering manager",9,3,Bash/Shell/PowerShell;C++;HTML/CSS;Java;JavaScript;Python;SQL,MySQL;Oracle;PostgreSQL;Redis;SQLite,Android;AWS;Docker;Linux;Microsoft Azure;Slack;Windows;WordPress,IntelliJ;Notepad++;PyCharm,Windows,38496,40,Less than once per month / Never,Very satisfied,Slightly satisfied,24,Man,Man
24699,Germany,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, mobile",13,9,Java;Kotlin,SQLite;Other(s):,Android;Arduino,Android Studio;Notepad++,Windows,40284,40,Less than once per month / Never,Very satisfied,Very satisfied,33,Man,Man
24700,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Web development or web design,"Developer, front-end",19,15,HTML/CSS;JavaScript;SQL,Firebase;MySQL,WordPress,Sublime Text;Visual Studio Code,Windows,93000,40,Less than once per month / Never,Slightly satisfied,Neither satisfied nor dissatisfied,36,Man,Man
24701,France,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","A natural science (ex. biology, chemistry, physics)","Developer, full-stack",12,4,HTML/CSS;Java;JavaScript;SQL,MySQL,Docker;Linux;Windows,IntelliJ;Notepad++,Windows,42393,39,Less than once per month / Never,Very satisfied,Very satisfied,30,Man,Man
24712,France,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, desktop or enterprise applications;Developer, embedded applications or devices",8,4,Bash/Shell/PowerShell;C++;SQL,SQLite,Linux;Windows,Sublime Text;Vim,Linux-based,41820,35,Less than once per month / Never,Neither satisfied nor dissatisfied,Slightly satisfied,26,Man,Man
24713,Brazil,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Web development or web design,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test",9,4,HTML/CSS;Java;JavaScript;Kotlin;SQL,Microsoft SQL Server;Oracle;PostgreSQL,Linux;MacOS;Windows,Android Studio;IntelliJ;Visual Studio Code;Xcode,MacOS,9840,168,Less than once per month / Never,Slightly satisfied,Slightly satisfied,29,Man,Man
24719,Pakistan,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, front-end;Developer, full-stack;DevOps specialist",10,7,HTML/CSS;JavaScript;Ruby,MySQL,AWS;Linux;MacOS,Android Studio;Sublime Text;Vim;Visual Studio Code,MacOS,24708,40,A few days each month,Very satisfied,Very satisfied,27,Man,Man
24721,United Kingdom,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","A natural science (ex. biology, chemistry, physics)","Developer, embedded applications or devices;Developer, full-stack",20,20,Assembly;Bash/Shell/PowerShell;C;C++;Go;Java;JavaScript;Python,SQLite,Docker;Linux,Eclipse;Emacs,Linux-based,130847,40,A few days each month,Slightly satisfied,Slightly satisfied,42,Man,Man
24723,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Data or business analyst;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",12,8,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;Oracle;Other(s):,Microsoft Azure;Windows,NetBeans;Notepad++;Visual Studio,Windows,2000000,40,Less than once per month / Never,Slightly dissatisfied,Slightly dissatisfied,32,Man,Man
24724,United States,Employed full-time,No,Associate degree,"A social science (ex. anthropology, psychology, political science)",DevOps specialist;Product manager,5,5,Bash/Shell/PowerShell;Go;Python,MySQL;PostgreSQL,AWS;Docker;Linux,Atom;Visual Studio Code,MacOS,148000,35,About half the time,Very satisfied,Slightly satisfied,42,Man,Man
24732,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",DevOps specialist;System administrator,6,2,Bash/Shell/PowerShell;Python;Ruby,MongoDB;MySQL;PostgreSQL,AWS;Linux;MacOS;Windows,Atom;Emacs;Notepad++;Sublime Text;Vim,Linux-based,105000,80,Less than once per month / Never,Very satisfied,Neither satisfied nor dissatisfied,24,Man,Man
24737,China,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, back-end",3,3,Bash/Shell/PowerShell;Python,MySQL;Redis,Docker;Kubernetes;Linux,Eclipse;Notepad++;PyCharm;Vim,Linux-based,28464,50,Less than once per month / Never,Slightly satisfied,Slightly satisfied,26,Man,Man
24738,Canada,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, full-stack",13,8,HTML/CSS;JavaScript;PHP;SQL,MySQL;PostgreSQL,AWS;Docker;Heroku;Linux;MacOS;Other(s):,Sublime Text;Vim,MacOS,53437,40,Less than once per month / Never,Very satisfied,Slightly satisfied,30,Man,Man
24744,Australia,Employed full-time,No,Some college/university study without earning a degree,"Another engineering discipline (ex. civil, electrical, mechanical)","Database administrator;Designer;Developer, back-end;Developer, embedded applications or devices;Developer, full-stack;Engineer, data;Engineer, site reliability;System administrator",22,15,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript;WebAssembly,MariaDB;Microsoft SQL Server;MySQL;Redis,Arduino;Linux;Microsoft Azure;Raspberry Pi;Windows;WordPress,Visual Studio;Visual Studio Code,Windows,1000000,40,It's complicated,Slightly dissatisfied,Very dissatisfied,35,Man,Man
24751,Bangladesh,Employed full-time,"Yes, full-time","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Database administrator;Designer;Developer, back-end;Developer, front-end;Developer, full-stack;DevOps specialist;System administrator",5,0,C;C++;Dart;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,Android;Arduino;AWS;Docker;Linux;Microsoft Azure;Windows,PHPStorm;Visual Studio Code,Linux-based,7164,40,Less than once per month / Never,Slightly dissatisfied,Neither satisfied nor dissatisfied,24,Man,Man
24758,Croatia,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Data or business analyst;Data scientist or machine learning specialist;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile;Product manager",5,5,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,Microsoft Azure;Windows,Visual Studio;Visual Studio Code,Windows,31524,40,All or almost all the time (I'm full-time remote),Very satisfied,Very satisfied,30,Man,Man
24761,United Arab Emirates,Employed full-time,"Yes, full-time","Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration","Developer, full-stack;Developer, mobile",20,15,C#;HTML/CSS;JavaScript;Swift;TypeScript,Microsoft SQL Server,Android;iOS;Windows,Android Studio;Visual Studio;Visual Studio Code;Xcode,Windows,65340,40,It's complicated,Neither satisfied nor dissatisfied,Very dissatisfied,38,Man,Man
24762,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, front-end;Developer, full-stack",10,2,HTML/CSS;JavaScript;Python;SQL,PostgreSQL,Heroku;Linux,PyCharm,MacOS,95000,40,"More than half, but not all, the time",Very satisfied,Very satisfied,25,Man,Man
24763,Australia,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;DevOps specialist;System administrator",9,6,HTML/CSS;Java;JavaScript;Python;Scala;SQL,Elasticsearch;PostgreSQL;Other(s):,AWS;Docker;Linux;MacOS;Windows,IntelliJ;Vim;Visual Studio Code,MacOS,72530,40,Less than once per month / Never,Slightly dissatisfied,Slightly dissatisfied,27,Man,Man
24764,Netherlands,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","Developer, front-end",20,15,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;Objective-C;PHP;SQL,MySQL;SQLite,Android;AWS;Docker;Google Cloud Platform;Heroku;iOS;Kubernetes;Linux;MacOS;Slack;WordPress,IntelliJ;Visual Studio Code,MacOS,80202,40,A few days each month,Very satisfied,Slightly satisfied,35,Man,Man
24765,Serbia,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",10,6,HTML/CSS;Java;JavaScript;SQL;TypeScript,MySQL,AWS;Heroku;Slack;Windows,Eclipse;IntelliJ;Notepad++;Sublime Text,Windows,32508,40,A few days each month,Slightly satisfied,Slightly satisfied,30,Man,Man
24773,Australia,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",23,14,C;C#;HTML/CSS;Java;JavaScript;Ruby;SQL,MySQL,Linux;Slack;Windows,Visual Studio;Visual Studio Code,Linux-based,66728,40,Less than once per month / Never,Neither satisfied nor dissatisfied,Slightly dissatisfied,38,Man,Man
24778,France,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",12,3,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;Other(s):,Firebase;MongoDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite;Other(s):,Linux;MacOS;Microsoft Azure,Atom;Emacs;IntelliJ,Linux-based,36664,35,Less than once per month / Never,Slightly satisfied,Slightly dissatisfied,27,Man,Man
24779,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Data scientist or machine learning specialist;Engineer, data",21,8,C#;JavaScript;SQL;Other(s):,Microsoft SQL Server;Other(s):,Microsoft Azure,Sublime Text;Visual Studio;Visual Studio Code,Windows,210000,38,Less than once per month / Never,Very satisfied,Very satisfied,35,Man,Man
24781,Poland,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, mobile;Scientist",15,10,C;HTML/CSS;Java;JavaScript;PHP;SQL,MySQL,Android;Windows,Android Studio;Notepad++;Visual Studio,Windows,19236,40,Less than once per month / Never,Slightly dissatisfied,Slightly satisfied,34,Man,Man
24783,United States,Employed full-time,No,Associate degree,I never declared a major,"Database administrator;Developer, back-end;DevOps specialist;Engineer, site reliability;Engineering manager;System administrator",11,8,Bash/Shell/PowerShell;Go;JavaScript;Ruby,DynamoDB;MySQL;Redis,AWS;Docker;Linux;MacOS;Slack,Atom;IntelliJ;RubyMine;Vim,MacOS,190000,40,"Less than half the time, but at least one day each week",Very satisfied,Slightly satisfied,30,Man,Man
24786,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",38,28,Assembly;Bash/Shell/PowerShell;Clojure;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,MongoDB;Microsoft SQL Server;MySQL;Oracle,Raspberry Pi;Slack;Windows,IntelliJ;Sublime Text;Visual Studio Code,Windows,115000,40,"Less than half the time, but at least one day each week",Slightly satisfied,Slightly satisfied,54,Man,Man
24788,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",10,8,HTML/CSS;Java;JavaScript;Kotlin;SQL,Cassandra;MongoDB;PostgreSQL,AWS;Docker;MacOS,IntelliJ;Sublime Text,MacOS,2000000,45,"Less than half the time, but at least one day each week",Very satisfied,Slightly satisfied,29,Man,Man
24790,Sweden,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, full-stack;Developer, game or graphics",15,7,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL;Other(s):,Elasticsearch;Firebase;PostgreSQL;Redis,Docker;Google Cloud Platform;Linux;MacOS,Atom;IntelliJ,Linux-based,82188,35,A few days each month,Slightly satisfied,Slightly dissatisfied,32,Man,Man
24794,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Data or business analyst;Developer, back-end;Engineer, data",35,22,Bash/Shell/PowerShell;C;Python;SQL;Other(s):,MongoDB;MySQL;PostgreSQL,Linux,Vim,Linux-based,1680000,50,Less than once per month / Never,Slightly satisfied,Neither satisfied nor dissatisfied,43,Man,Man
24795,Russian Federation,Employed full-time,"Yes, part-time",Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering","Data or business analyst;Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, QA or test;DevOps specialist;Engineer, data;Engineer, site reliability;Engineering manager",8,6,JavaScript;Python;TypeScript,PostgreSQL;Redis,Docker;Linux;Slack,IntelliJ;IPython / Jupyter;Vim;Visual Studio Code,MacOS,64164,40,All or almost all the time (I'm full-time remote),Slightly satisfied,Slightly satisfied,22,Man,Man
24796,United States,Employed full-time,No,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering","Developer, back-end;DevOps specialist;Engineer, site reliability",30,20,Bash/Shell/PowerShell;Python;SQL,PostgreSQL;Redis,AWS;Docker;Kubernetes;Linux;MacOS;Slack,IPython / Jupyter;PyCharm;Vim;Visual Studio Code,Linux-based,130000,44,All or almost all the time (I'm full-time remote),Slightly satisfied,Very satisfied,41,Man,Man
24800,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Academic researcher;Data or business analyst;Designer;Developer, back-end;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Educator;Engineer, data",25,23,HTML/CSS;Java;JavaScript;PHP;Scala;SQL,Elasticsearch;MongoDB;MySQL;Oracle;PostgreSQL,AWS;Docker;Google Cloud Platform;Linux;MacOS;Windows,Eclipse;IntelliJ;NetBeans;Notepad++;PHPStorm;PyCharm;Sublime Text;Vim;Visual Studio Code,Linux-based,112500,40,Less than once per month / Never,Very satisfied,Neither satisfied nor dissatisfied,40,Man,Man
24801,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end",6,1,Bash/Shell/PowerShell;C;C#,Microsoft SQL Server;MySQL;Redis;SQLite,Microsoft Azure;Windows,Visual Studio;Visual Studio Code,Windows,180000,40,A few days each month,Slightly satisfied,Slightly dissatisfied,24,Man,Man
24803,Ukraine,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, front-end",7,4,JavaScript;TypeScript,MySQL;PostgreSQL,Android;iOS;MacOS;Slack;Windows,Vim;Visual Studio Code,MacOS,38952,40,A few days each month,Very satisfied,Very satisfied,24,Man,Man
24806,India,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile",5,3,C#;HTML/CSS;Python;SQL;WebAssembly;Other(s):,Microsoft SQL Server;MySQL;SQLite,Android;Microsoft Azure;Windows,Notepad++;Visual Studio;Visual Studio Code,Windows,1680,54,Less than once per month / Never,Very satisfied,Very satisfied,25,Man,Man
